time,speed,baro_pressure,amb_air_temp,accelerator_pos_d,accelerator_pos_e,
230303_131630,29.331291760345824,90.01150173533098,-82.58117389761036,-77.56542209882727,63.273326582217344,
230303_131631,29.362826721404165,90.01865504245853,-82.54678992653342,-77.53059289318642,63.30255778395736,
230303_131631,29.390031573599764,90.02593931115166,-82.51732409142528,-77.50077646045128,63.32791731438307,
230303_131632,29.417537411091924,90.03426348133085,-82.48770185023369,-77.4708286365249,63.35367986786986,
230303_131633,29.44715412004315,90.04422399241757,-82.45598266815618,-77.43878891705542,63.381546851585696,
230303_131633,29.480101536104687,90.05643200961161,-82.42089567762008,-77.40337928175836,63.4126916461931,
230303_131634,29.509548227167848,90.06828028483396,-82.38970244837775,-77.37192590986847,63.44064692407992,
230303_131634,29.540890146052632,90.0818030398987,-82.35666283703702,-77.33863686723261,63.47051781872719,
230303_131635,29.57633130111086,90.09816264989827,-82.31949077589653,-77.30121491073203,63.5044319334795,
230303_131635,29.60878860473648,90.11408679318703,-82.28561483114605,-77.2671384661317,63.53561097770954,
230303_131636,29.641560453344972,90.13103482175846,-82.25156434701758,-77.23291171840427,63.56720316359388,
230303_131636,29.676299018605423,90.14991324028915,-82.21563185415708,-77.19681987971884,63.600807879821744,
230303_131637,29.713143467226764,90.17092272023906,-82.17769555371055,-77.15874427761753,63.63657567177671,
230303_131637,29.74595210198448,90.19045613032286,-82.14406056694828,-77.1250101073048,63.668530908512025,
230303_131638,29.77887711901779,90.21081720423321,-82.11044034726208,-77.09131315431249,63.70069633292887,
230303_131639,29.81896957111525,90.23660968287545,-82.06967799438486,-77.05048745846297,63.73999132671632,
230303_131639,29.85557315911283,90.26109402744183,-82.03262831753334,-77.01340814033803,63.77598640066551,
230303_131640,29.889347146471724,90.28446373512533,-81.99858030768509,-76.97935620619145,63.809298223692444,
230303_131640,29.92334897009666,90.30873527118372,-81.96443419903039,-76.9452285511133,63.84292974317156,
230303_131641,29.96317714091344,90.33810593154566,-81.92460319723754,-76.90544748267422,63.88244419031581,
230303_131641,29.9976924524891,90.36437401745559,-81.89022960932327,-76.8711416857589,63.91679167353866,
230303_131642,30.032645116209874,90.39174472764547,-81.85555652772287,-76.83656044351717,63.951672669178706,
230303_131642,30.068517871525444,90.42064270191885,-81.82011336694683,-76.80123582842491,63.98764148479474,
230303_131643,30.10711448799706,90.4526528038175,-81.78214124447648,-76.76341888649935,64.02632026327159,
230303_131643,30.141378014005298,90.48187415907496,-81.74857440998424,-76.7300140578956,64.06081862170208,
230303_131644,30.175148583620082,90.51142582379376,-81.71562323664065,-76.69724513253493,64.09491650272257,
230303_131645,30.216878285977614,90.54899053544672,-81.67509137659988,-76.65697004924697,64.13718444457149,
230303_131645,30.252759935287862,90.5822388033989,-81.64040729558548,-76.62253529827547,64.17364990385735,
230303_131646,30.285187359604787,90.61306104372147,-81.60919913217687,-76.59157578541885,64.20670380907914,
230303_131646,30.31935780216232,90.6463598998908,-81.57645841418663,-76.55912178029392,64.24163907777321,
230303_131647,30.35435020797024,90.6813618027853,-81.54308962147809,-76.5260737273313,64.27752986626194,
230303_131647,30.386956323315278,90.7148351486028,-81.512143313668,-76.4954520517952,64.31108650601641,
230303_131648,30.419184829397622,90.74875695900504,-81.48171285521506,-76.46536782951527,64.34435358818887,
230303_131648,30.451920129705325,90.78411812982722,-81.45095912489995,-76.43499293769749,64.37826337559763,
230303_131649,30.483826423516884,90.81950482622541,-81.42114707219228,-76.40557787083745,64.41143195525416,
230303_131649,30.51805973016125,90.85854546957175,-81.38935043918343,-76.37423948326288,64.44715661250007,
230303_131650,30.550762451858144,90.89694917027734,-81.35917145805824,-76.3445316345981,64.48142550237917,
230303_131651,30.583450853713142,90.9365024818433,-81.32921191653233,-76.31507813588144,64.51582827828254,
230303_131651,30.615799987974448,90.97689141371562,-81.2997836379326,-76.2861881643849,64.5500330599167,
230303_131652,30.642174702135804,91.01082011761096,-81.27596696785298,-76.2628404607038,64.57804823351557,
230303_131652,30.66809086484394,91.04511319253498,-81.25273308797763,-76.24009613245276,64.60569814316094,
230303_131653,30.697621041955706,91.0854557897117,-81.22648331798902,-76.21444231658766,64.63736560268381,
230303_131653,30.721670097207532,91.11941471364008,-81.20530101857439,-76.19377861981707,64.66329622273142,
230303_131654,30.744597806503922,91.15281940943683,-81.18528837698463,-76.17429136747027,64.68814911794713,
230303_131654,30.768600400555467,91.18899531387123,-81.16455057442381,-76.15413987701014,64.71432099938242,
230303_131655,30.795691786975635,91.23151752704214,-81.14144307089003,-76.1317450449134,64.7440766897865,
230303_131656,30.81621969641666,91.26511736538114,-81.12417778409382,-76.11506130253196,64.7667994990154,
230303_131656,30.837568131031833,91.30153779431976,-81.10648359735528,-76.09801638868008,64.790619189619,
230303_131657,30.856867372037406,91.33598483174369,-81.09075703357246,-76.0829226131646,64.81234681640615,
230303_131657,30.875329856016318,91.37055458196062,-81.07599807698361,-76.06881766762005,64.83333870695412,
230303_131658,30.89179105711706,91.40298576333052,-81.06312337473891,-76.05657451486142,64.8522604725281,
230303_131658,30.90670309176164,91.43396466935869,-81.05174315346534,-76.04581457306762,64.86960573671469,
230303_131659,30.92238875778047,91.46860257232319,-81.04013529862938,-76.0349209537099,64.88811276940118,
230303_131659,30.935299236665227,91.49912804092571,-81.03093757220847,-76.02637178327181,64.90360276023354,
230303_131700,30.94704675333928,91.52898031731677,-81.02293549507003,-76.01902235368607,64.91796250289484,
230303_131701,30.959552757232878,91.56373238366184,-81.0149422716505,-76.01181340634494,64.93362880045383,
230303_131701,30.97028834576936,91.59712178977163,-81.00870949627497,-76.00636096890227,64.94753133591796,
230303_131702,30.978086949030704,91.62454886521753,-81.00474268891949,-76.00305652073034,64.9580354130037,
230303_131702,30.984742114684646,91.65135909738508,-81.00195942378217,-76.0009409970323,64.96743395632821,
230303_131703,30.99049916661549,91.6789480514737,-81.00032910479197,-76.00002067708355,64.97612540405783,
230303_131703,30.99473046037048,91.70440152034809,-81.00004602627706,-76.00041526764605,64.98317414005571,
230303_131704,30.997707755138833,91.72879669764077,-81.0009934251929,-76.00203474386866,64.98896171242805,
230303_131704,30.999533744867733,91.75374779487497,-81.0033406007337,-76.00509484901305,64.99378638259263,
230303_131705,30.999346383879637,91.79586955817258,-81.0109995498546,-76.0140258493211,64.9989948799211,
230303_131706,30.997439063836573,91.81685277781082,-81.01687090309375,-76.02056898109612,64.99995630756622,
230303_131707,30.994147709528512,91.83740893090746,-81.024220569665,-76.02860636215672,64.99962891979372,
230303_131707,30.988682147003495,91.85980043123223,-81.03435793958631,-76.03953234680385,64.99757911626992,
230303_131708,30.982873731492425,91.87702008325655,-81.04396850225729,-76.04978299710189,64.99456125963977,
230303_131708,30.97597176036131,91.89298940852375,-81.05459421590932,-76.06103407289568,64.99040179869995,
230303_131709,30.966462849849464,91.9102970851767,-81.06840356388686,-76.07556367542088,64.98407216718346,
230303_131709,30.95584426404854,91.92557880777221,-81.08310914809641,-76.09095177701887,64.97648745225865,
230303_131710,30.945083574404997,91.93814415755178,-81.09749512391123,-76.10594146217345,64.96842838873984,
230303_131710,30.933440062091297,91.94936087773867,-81.11264065283694,-76.12166859165993,64.95940440353402,
230303_131711,30.918425879707677,91.96111124185829,-81.13169088946627,-76.14138710318565,64.94742171463878,
230303_131712,30.903840595256888,91.97028814747434,-81.14980130477272,-76.16007933236733,64.93549566676603,
230303_131712,30.888291926659456,91.97817080428672,-81.16877193767681,-76.17961299473812,64.92253931136176,
230303_131713,30.8704863259591,91.98526072759083,-81.19015377038697,-76.20158126914659,64.90745505555236,
230303_131713,30.851603506144947,91.99094361446552,-81.21254399907491,-76.22453887507601,64.89119254877457,
230303_131714,30.83258599145171,91.99505640096177,-81.23473006148329,-76.24724640573301,64.87467129388506,
230303_131714,30.81281603959529,91.99790862948508,-81.25758327721609,-76.27059963176008,64.85728212885638,
230303_131715,30.78665464722835,91.99977768075892,-81.28748785777948,-76.30110849982235,64.83402801524635,
230303_131715,30.76398513118506,91.99989021859159,-81.31313449629506,-76.32723340650267,64.81368536884213,
230303_131716,30.740893632087907,91.99875600940267,-81.33903772867545,-76.35358622316782,64.79280463291761,
230303_131716,30.716080948794374,91.9962945402383,-81.3666520349461,-76.38164618797411,64.77020885805632,
230303_131717,30.686181365260513,91.9918117352358,-81.39965944044661,-76.41514498082684,64.74278708314749,
230303_131718,30.660956691430158,91.98687571038171,-81.4273019547546,-76.44316729593892,64.71950549244323,
230303_131718,30.634272973999817,91.98061567539496,-81.45635977124626,-76.47264923385816,64.69469928657571,
230303_131719,30.603360693699027,91.97214613723344,-81.48980713544753,-76.50643553241358,64.66590461353756,
230303_131719,30.573010023536177,91.96266626654189,-81.52244097491496,-76.53947879826876,64.63738866098669,
230303_131720,30.543458154214136,91.95239456330773,-81.55409492152235,-76.57138467961165,64.6095413126238,
230303_131720,30.511855680934055,91.9404171466965,-81.58763921205924,-76.60522922825801,64.57968381044405,
230303_131721,30.475554096048295,91.9254059427144,-81.62602233027229,-76.64392086134234,64.54516917132939,
230303_131722,30.445304513348866,91.91195575599342,-81.65783996863966,-76.67596723373293,64.51628842273607,
230303_131722,30.414428389855413,91.89739347708576,-81.69016924745567,-76.70850489039461,64.48670310272917,
230303_131723,30.380727086549545,91.88058441449091,-81.72529501680076,-76.74383057733452,64.45429400018347,
230303_131723,30.342177519489756,91.86024239747678,-81.76527687519713,-76.7840075509146,64.41708022736977,
230303_131724,30.30977167180006,91.84226132460266,-81.79873096947686,-76.81759914058304,64.38568484062118,
230303_131724,30.275642612940523,91.82248695057217,-81.83381604240603,-76.85280381785347,64.35251308973119,
230303_131725,30.234582648213507,91.79759694956131,-81.8758316779457,-76.89493023392266,64.31246447726386,
