time,speed,baro_pressure,amb_air_temp,accelerator_pos_d,accelerator_pos_e,
230303_130808,30.481952238503528,91.32284965263024,-82.45295074968853,-77.47000626276439,63.72674459066689,
230303_130809,29.60856074680015,91.28050137445207,-82.49209504781348,-77.50873972890976,63.68429644549994,
230303_130810,29.576457544002412,91.2465892781746,-82.52239041862595,-77.53868663312439,63.65113925885234,
230303_130810,29.546089691185863,91.21370171148168,-82.55090521887993,-77.56684744780532,63.61967118324377,
230303_130811,29.50988854154354,91.17341282189172,-82.58470567895932,-77.60019331659589,63.58202009470057,
230303_130811,29.478369817063694,91.13731574481496,-82.61395402615636,-77.62901517303632,63.549108860305786,
230303_130812,29.44932301529273,91.10315269272323,-82.64074992101438,-77.6553910205548,63.518664260089906,
230303_130812,29.419768381497846,91.06744725591273,-82.66784721631501,-77.68203247197472,63.487566740505216,
230303_130813,29.387626558955418,91.02744879088195,-82.69711017421932,-77.71076453547536,63.45359796508914,
230303_130813,29.360781716624373,90.99303027021452,-82.72137169027035,-77.73455218706361,63.4250981088861,
230303_130814,29.33316029387912,90.9565653927906,-82.74614930246521,-77.75881059397351,63.395639663475976,
230303_130814,29.306107224533,90.91971692508913,-82.77021660621736,-77.78233523905105,63.36664263366201,
230303_130815,29.279582209339665,90.88237991753657,-82.7936006038254,-77.80515080757944,63.33805741764853,
230303_130816,29.255857842583804,90.84785495837669,-82.81431576329717,-77.82532353051623,63.31234613227674,
